ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000203,2026-03-24 11:45:18,2026-03-24 12:14:18,2026-03-24 16:57:56,Сервер и СХД,Консультация,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Низкий,"Сидоров Владимир Григорьевич","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000472,2025-10-25 13:55:08,2025-10-25 14:38:08,2025-10-25 18:54:32,Сетевое оборудование,Выдача и установка,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Михайлов Тимур Павлович","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000026,2026-02-01 19:03:44,2026-02-01 19:14:44,2026-02-02 05:23:55,Доступ и права,Инцидент,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Иванов Алексей Николаевич","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000189,2026-04-04 13:33:17,2026-04-04 13:41:17,2026-04-04 20:11:23,Доступ и права,Ремонт,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Средний,"Сидоров Владимир Григорьевич","Волкова М.Д.",,Закрыт
ITHD_2000459,2026-01-01 09:08:43,2026-01-01 09:52:43,2026-01-01 16:48:57,Компьютеры и периферия,Запрос,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Михайлов Тимур Павлович","Волкова М.Д.",,Закрыт
ITHD_2000304,2025-11-01 15:33:45,2025-11-01 15:42:45,2025-11-01 21:34:11,Доступ и права,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Морозов Дмитрий Олегович","Беляев Р.Т.",,Закрыт
ITHD_2000113,2026-03-24 10:01:30,2026-03-24 10:40:30,2026-03-24 17:15:23,Сетевое оборудование,Выдача и установка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Петрова Светлана Константиновна","Волкова М.Д.",,Закрыт
ITHD_2000186,2026-02-14 10:43:16,2026-02-14 10:46:16,2026-02-14 17:19:46,Программное обеспечение,Консультация,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Критичный,"Сидоров Владимир Григорьевич","Кузнецов А.В.","Семенова Н.Г.",Закрыт
ITHD_2000084,2026-01-20 18:58:02,2026-01-20 19:07:02,2026-01-21 02:38:35,Доступ и права,Инцидент,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Петрова Светлана Константиновна","Соколова О.П.","Семенова Н.Г.",Закрыт
ITHD_2000260,2025-12-28 09:26:06,2025-12-28 09:59:06,2025-12-28 14:29:46,Доступ и права,Инцидент,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Козлова Елена Анатольевна","Жуков С.Н.",,Закрыт
ITHD_2000188,2025-11-07 15:05:04,2025-11-07 15:33:04,2025-11-07 18:11:14,Сервер и СХД,Ремонт,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Сидоров Владимир Григорьевич","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000283,2025-10-11 14:22:50,2025-10-11 15:05:50,2025-10-11 17:59:09,Сетевое оборудование,Настройка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Козлова Елена Анатольевна","Захарова Л.А.",,Закрыт
ITHD_2000362,2025-12-13 11:09:29,2025-12-13 11:27:29,2025-12-13 16:12:15,Телефония,Инцидент,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Критичный,"Новикова Регина Вячеславовна","Кузнецов А.В.","Федоров Е.М.",Закрыт
ITHD_2000327,2025-10-21 17:02:29,2025-10-21 17:46:29,2025-10-21 23:14:34,Компьютеры и периферия,Настройка,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Морозов Дмитрий Олегович","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000294,2025-12-18 15:52:58,2025-12-18 16:27:58,2025-12-18 22:37:12,Программное обеспечение,Запрос,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Морозов Дмитрий Олегович","Орлова Д.Ю.",,Закрыт
ITHD_2000112,2025-12-02 13:36:49,2025-12-02 14:18:49,,Сервер и СХД,Инцидент,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Петрова Светлана Константиновна","Кузнецов А.В.","Семенова Н.Г.",В работе
ITHD_2000394,2026-03-09 10:10:21,2026-03-09 10:34:21,2026-03-09 14:26:42,Сетевое оборудование,Запрос,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.",,Закрыт
ITHD_2000078,2025-11-22 16:47:36,2025-11-22 17:19:36,,Программное обеспечение,Настройка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Критичный,"Петрова Светлана Константиновна","Смирнов И.И.","Романов А.И.",Создание заявки
ITHD_2000235,2026-04-05 12:25:21,2026-04-05 12:41:21,2026-04-05 14:50:20,Доступ и права,Консультация,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Высокий,"Козлова Елена Анатольевна","Орлова Д.Ю.",,Закрыт
ITHD_2000241,2025-10-09 18:04:06,2025-10-09 18:21:06,2025-10-09 21:24:24,Доступ и права,Запрос,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Козлова Елена Анатольевна","Смирнов И.И.",,Закрыт
ITHD_2000457,2026-01-28 14:17:30,2026-01-28 14:26:30,2026-01-28 16:43:19,Сетевое оборудование,Настройка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Высокий,"Михайлов Тимур Павлович","Николаев В.К.",,Закрыт
ITHD_2000446,2026-04-14 18:39:38,2026-04-14 18:51:38,2026-04-15 00:13:02,Программное обеспечение,Ремонт,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Низкий,"Михайлов Тимур Павлович","Беляев Р.Т.","Федоров Е.М.",Закрыт
ITHD_2000319,2026-02-13 12:42:20,2026-02-13 13:19:20,2026-02-13 20:11:05,Сетевое оборудование,Консультация,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Высокий,"Морозов Дмитрий Олегович","Попова Е.С.",,Закрыт
ITHD_2000194,2026-04-11 15:31:28,2026-04-11 16:06:28,2026-04-11 19:27:48,Программное обеспечение,Запрос,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Сидоров Владимир Григорьевич","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000481,2025-11-30 15:26:59,2025-11-30 15:29:59,2025-11-30 17:56:32,Компьютеры и периферия,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Низкий,"Михайлов Тимур Павлович","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000219,2026-04-05 17:13:27,2026-04-05 17:35:27,2026-04-05 23:39:40,Телефония,Инцидент,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Высокий,"Сидоров Владимир Григорьевич","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000018,2026-03-14 12:26:07,2026-03-14 12:33:07,2026-03-15 00:29:56,Сетевое оборудование,Ремонт,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Низкий,"Иванов Алексей Николаевич","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000427,2025-10-19 12:38:48,2025-10-19 12:49:48,2025-10-19 17:07:02,Доступ и права,Консультация,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Новикова Регина Вячеславовна","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000348,2025-12-01 18:47:19,2025-12-01 19:01:19,2025-12-01 22:43:47,Программное обеспечение,Выдача и установка,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Морозов Дмитрий Олегович","Захарова Л.А.",,Закрыт
ITHD_2000333,2026-04-20 17:27:16,2026-04-20 18:02:16,2026-04-20 21:40:20,Доступ и права,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Высокий,"Морозов Дмитрий Олегович","Смирнов И.И.",,Закрыт
ITHD_2000090,2025-10-28 10:17:34,2025-10-28 10:40:34,2025-10-28 19:29:12,Сетевое оборудование,Консультация,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Петрова Светлана Константиновна","Попова Е.С.","Семенова Н.Г.",Закрыт
ITHD_2000306,2026-04-11 09:09:31,2026-04-11 09:27:31,2026-04-11 11:47:38,Сервер и СХД,Инцидент,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Морозов Дмитрий Олегович","Смирнов И.И.","Семенова Н.Г.",Закрыт
ITHD_2000021,2025-11-09 21:39:59,2025-11-09 21:52:59,2025-11-10 04:15:48,Сервер и СХД,Консультация,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Высокий,"Иванов Алексей Николаевич","Орлова Д.Ю.",,Закрыт
ITHD_2000012,2025-10-07 14:04:08,2025-10-07 14:11:08,2025-10-07 17:34:37,Телефония,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Высокий,"Иванов Алексей Николаевич","Захарова Л.А.",,Закрыт
ITHD_2000174,2025-11-21 10:01:19,2025-11-21 10:29:19,2025-11-21 15:19:31,Телефония,Запрос,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Сидоров Владимир Григорьевич","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000230,2025-11-17 15:44:40,2025-11-17 16:02:40,2025-11-17 21:18:24,Доступ и права,Настройка,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Низкий,"Козлова Елена Анатольевна","Орлова Д.Ю.",,Закрыт
ITHD_2000115,2026-04-16 11:43:46,2026-04-16 12:03:46,2026-04-16 21:44:49,Сетевое оборудование,Выдача и установка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000158,2026-03-29 16:03:50,2026-03-29 16:23:50,2026-03-29 22:20:33,Сервер и СХД,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Высокий,"Сидоров Владимир Григорьевич","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000357,2025-12-14 16:58:27,2025-12-14 17:38:27,,Программное обеспечение,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Морозов Дмитрий Олегович","Попова Е.С.",,Ожидание клиента
ITHD_2000440,2026-03-31 18:43:34,2026-03-31 19:02:34,2026-03-31 21:39:54,Телефония,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Михайлов Тимур Павлович","Волкова М.Д.","Федоров Е.М.",Закрыт
ITHD_2000153,2026-01-24 14:29:22,2026-01-24 14:35:22,2026-01-24 19:41:04,Программное обеспечение,Запрос,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Высокий,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000466,2026-02-03 10:23:19,2026-02-03 10:32:19,2026-02-03 15:08:31,Сервер и СХД,Инцидент,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Михайлов Тимур Павлович","Николаев В.К.",,Закрыт
ITHD_2000168,2026-01-04 14:50:38,2026-01-04 15:15:38,2026-01-04 17:45:12,Доступ и права,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Сидоров Владимир Григорьевич","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000354,2026-03-31 11:11:01,2026-03-31 11:51:01,2026-03-31 17:35:13,Сервер и СХД,Настройка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Морозов Дмитрий Олегович","Орлова Д.Ю.","Романов А.И.",Решён
ITHD_2000432,2025-10-13 12:40:06,2025-10-13 13:10:06,2025-10-13 17:50:46,Программное обеспечение,Инцидент,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Михайлов Тимур Павлович","Кузнецов А.В.","Семенова Н.Г.",Закрыт
ITHD_2000234,2025-10-26 15:42:25,2025-10-26 15:45:25,2025-10-26 20:22:31,Сетевое оборудование,Консультация,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Козлова Елена Анатольевна","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000248,2026-04-08 16:46:20,2026-04-08 17:21:20,,Сервер и СХД,Запрос,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Высокий,"Козлова Елена Анатольевна","Попова Е.С.","Федоров Е.М.",В работе
ITHD_2000369,2025-12-15 15:29:29,2025-12-15 15:33:29,2025-12-15 17:47:14,Сетевое оборудование,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Средний,"Новикова Регина Вячеславовна","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000175,2026-03-03 13:15:24,2026-03-03 13:47:24,2026-03-03 19:09:48,Сервер и СХД,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Сидоров Владимир Григорьевич","Беляев Р.Т.",,Закрыт
ITHD_2000210,2026-03-10 15:53:49,2026-03-10 16:02:49,2026-03-10 21:57:07,Доступ и права,Запрос,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Высокий,"Сидоров Владимир Григорьевич","Орлова Д.Ю.","Семенова Н.Г.",Закрыт
ITHD_2000101,2026-03-02 11:46:34,2026-03-02 12:31:34,2026-03-02 17:29:49,Компьютеры и периферия,Выдача и установка,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Петрова Светлана Константиновна","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000312,2026-04-04 18:03:12,2026-04-04 18:08:12,2026-04-04 23:57:30,Программное обеспечение,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Морозов Дмитрий Олегович","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000380,2025-12-23 10:46:44,2025-12-23 11:18:44,2025-12-23 16:13:56,Доступ и права,Консультация,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000298,2026-01-27 17:02:40,2026-01-27 17:22:40,,Телефония,Настройка,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Морозов Дмитрий Олегович","Захарова Л.А.",,В работе
ITHD_2000129,2026-01-10 07:32:15,2026-01-10 07:52:15,2026-01-10 14:54:49,Программное обеспечение,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Петрова Светлана Константиновна","Смирнов И.И.",,Закрыт
ITHD_2000278,2026-02-12 09:05:53,2026-02-12 09:48:53,2026-02-12 14:12:23,Сетевое оборудование,Выдача и установка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Козлова Елена Анатольевна","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000482,2025-12-27 13:51:44,2025-12-27 13:58:44,2025-12-27 16:06:12,Компьютеры и периферия,Инцидент,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Низкий,"Михайлов Тимур Павлович","Орлова Д.Ю.",,Закрыт
ITHD_2000256,2026-02-24 14:55:26,2026-02-24 15:17:26,2026-02-24 19:28:21,Доступ и права,Настройка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Козлова Елена Анатольевна","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000391,2025-12-11 11:56:25,2025-12-11 12:27:25,2025-12-11 19:25:11,Программное обеспечение,Консультация,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Высокий,"Новикова Регина Вячеславовна","Беляев Р.Т.",,Закрыт
ITHD_2000385,2026-03-03 12:39:11,2026-03-03 13:12:11,2026-03-03 17:30:01,Сервер и СХД,Выдача и установка,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Низкий,"Новикова Регина Вячеславовна","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000296,2025-10-03 14:25:52,2025-10-03 15:07:52,2025-10-03 18:57:24,Сетевое оборудование,Консультация,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Морозов Дмитрий Олегович","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000159,2025-10-26 15:34:22,2025-10-26 15:38:22,2025-10-26 18:25:20,Сетевое оборудование,Запрос,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Сидоров Владимир Григорьевич","Кузнецов А.В.",,Закрыт
ITHD_2000169,2026-01-18 17:06:50,2026-01-18 17:37:50,2026-01-18 21:42:50,Программное обеспечение,Запрос,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Критичный,"Сидоров Владимир Григорьевич","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000305,2026-01-20 09:37:07,2026-01-20 09:44:07,2026-01-20 15:57:01,Программное обеспечение,Ремонт,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Морозов Дмитрий Олегович","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000123,2026-03-13 18:08:02,2026-03-13 18:17:02,2026-03-14 03:41:45,Программное обеспечение,Ремонт,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Высокий,"Петрова Светлана Константиновна","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000225,2026-01-06 10:22:15,2026-01-06 10:29:15,2026-01-06 16:03:34,Компьютеры и периферия,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Сидоров Владимир Григорьевич","Орлова Д.Ю.",,Закрыт
ITHD_2000418,2025-11-24 12:29:53,2025-11-24 12:54:53,2025-11-24 15:22:51,Телефония,Консультация,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Высокий,"Новикова Регина Вячеславовна","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000121,2025-11-14 14:08:37,2025-11-14 14:53:37,2025-11-14 23:01:32,Телефония,Выдача и установка,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Высокий,"Петрова Светлана Константиновна","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000266,2026-01-23 13:52:09,2026-01-23 14:30:09,2026-01-23 20:20:34,Телефония,Запрос,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Средний,"Козлова Елена Анатольевна","Орлова Д.Ю.","Семенова Н.Г.",Закрыт
ITHD_2000273,2026-02-28 13:37:00,2026-02-28 14:12:00,2026-02-28 19:58:26,Доступ и права,Настройка,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Высокий,"Козлова Елена Анатольевна","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000077,2026-02-02 18:01:31,2026-02-02 18:35:31,,Телефония,Консультация,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Высокий,"Петрова Светлана Константиновна","Орлова Д.Ю.","Федоров Е.М.",Ожидание клиента
ITHD_2000164,2026-01-25 17:41:42,2026-01-25 18:05:42,2026-01-26 00:14:22,Телефония,Ремонт,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Сидоров Владимир Григорьевич","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000182,2025-12-09 12:51:23,2025-12-09 13:16:23,2025-12-09 16:30:16,Сетевое оборудование,Ремонт,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Сидоров Владимир Григорьевич","Беляев Р.Т.",,Закрыт
ITHD_2000214,2026-01-24 14:01:19,2026-01-24 14:24:19,2026-01-24 17:23:19,Программное обеспечение,Настройка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Низкий,"Сидоров Владимир Григорьевич","Смирнов И.И.",,Закрыт
ITHD_2000179,2025-12-04 15:04:45,2025-12-04 15:26:45,2025-12-04 19:39:30,Телефония,Настройка,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Сидоров Владимир Григорьевич","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000030,2026-01-24 09:52:03,2026-01-24 10:36:03,2026-01-24 21:08:08,Доступ и права,Консультация,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Иванов Алексей Николаевич","Жуков С.Н.","Романов А.И.",Закрыт
ITHD_2000451,2025-12-25 14:24:10,2025-12-25 15:03:10,2025-12-25 21:01:45,Сетевое оборудование,Ремонт,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Низкий,"Михайлов Тимур Павлович","Захарова Л.А.","Романов А.И.",Закрыт
ITHD_2000003,2026-03-17 15:22:35,2026-03-17 15:54:35,,Программное обеспечение,Выдача и установка,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Средний,"Иванов Алексей Николаевич","Соколова О.П.","Романов А.И.",Ожидание клиента
ITHD_2000452,2025-12-17 15:38:44,2025-12-17 16:14:44,2025-12-17 21:31:08,Сервер и СХД,Инцидент,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Михайлов Тимур Павлович","Николаев В.К.",,Решён
ITHD_2000383,2026-01-18 14:43:33,2026-01-18 15:07:33,,Доступ и права,Настройка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Критичный,"Новикова Регина Вячеславовна","Кузнецов А.В.","Романов А.И.",Создание заявки
ITHD_2000378,2026-02-16 16:57:56,2026-02-16 17:33:56,2026-02-16 23:32:28,Телефония,Консультация,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Низкий,"Новикова Регина Вячеславовна","Соколова О.П.",,Закрыт
ITHD_2000073,2026-03-22 09:33:16,2026-03-22 09:50:16,2026-03-22 16:56:55,Сервер и СХД,Выдача и установка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000118,2026-02-16 17:44:08,2026-02-16 17:50:08,2026-02-16 22:08:22,Сервер и СХД,Настройка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Петрова Светлана Константиновна","Орлова Д.Ю.","Федоров Е.М.",Закрыт
ITHD_2000411,2026-01-20 15:06:05,2026-01-20 15:47:05,2026-01-20 21:20:57,Сетевое оборудование,Запрос,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.",,Закрыт
ITHD_2000036,2026-01-20 17:58:25,2026-01-20 18:24:25,2026-01-21 03:51:15,Телефония,Выдача и установка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Критичный,"Иванов Алексей Николаевич","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000205,2026-03-07 10:00:44,2026-03-07 10:30:44,2026-03-07 12:48:27,Доступ и права,Инцидент,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Сидоров Владимир Григорьевич","Попова Е.С.",,Закрыт
ITHD_2000028,2025-10-09 14:27:54,2025-10-09 14:46:54,2025-10-09 17:58:36,Сетевое оборудование,Запрос,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Низкий,"Иванов Алексей Николаевич","Соколова О.П.","Семенова Н.Г.",Закрыт
ITHD_2000255,2025-10-23 14:13:18,2025-10-23 14:40:18,2025-10-23 19:45:53,Сервер и СХД,Инцидент,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Низкий,"Козлова Елена Анатольевна","Соколова О.П.","Федоров Е.М.",Закрыт
ITHD_2000314,2026-01-16 18:01:07,2026-01-16 18:36:07,2026-01-17 01:04:18,Сервер и СХД,Инцидент,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Морозов Дмитрий Олегович","Попова Е.С.","Федоров Е.М.",Решён
ITHD_2000331,2025-12-09 17:33:51,2025-12-09 18:16:51,2025-12-09 20:51:01,Доступ и права,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Высокий,"Морозов Дмитрий Олегович","Захарова Л.А.",,Решён
ITHD_2000098,2025-10-10 16:13:13,2025-10-10 16:16:13,2025-10-10 22:47:39,Доступ и права,Консультация,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Низкий,"Петрова Светлана Константиновна","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000097,2025-10-05 12:35:05,2025-10-05 12:38:05,,Сервер и СХД,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Высокий,"Петрова Светлана Константиновна","Беляев Р.Т.","Федоров Е.М.",Создание заявки
ITHD_2000399,2026-01-06 13:52:41,2026-01-06 14:18:41,2026-01-06 20:55:30,Компьютеры и периферия,Ремонт,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Новикова Регина Вячеславовна","Смирнов И.И.","Семенова Н.Г.",Закрыт
ITHD_2000456,2025-10-03 15:39:18,2025-10-03 16:08:18,,Компьютеры и периферия,Инцидент,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Михайлов Тимур Павлович","Волкова М.Д.","Романов А.И.",Ожидание клиента
ITHD_2000492,2025-10-12 18:33:24,2025-10-12 18:38:24,2025-10-13 00:37:52,Сетевое оборудование,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Высокий,"Михайлов Тимур Павлович","Смирнов И.И.",,Закрыт
ITHD_2000237,2025-12-03 16:41:41,2025-12-03 16:57:41,2025-12-03 22:09:19,Сетевое оборудование,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Козлова Елена Анатольевна","Захарова Л.А.",,Закрыт
ITHD_2000254,2026-03-13 13:21:48,2026-03-13 13:45:48,2026-03-13 16:58:09,Сетевое оборудование,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Козлова Елена Анатольевна","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000473,2026-01-29 11:15:35,2026-01-29 11:57:35,2026-01-29 17:13:35,Сетевое оборудование,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Михайлов Тимур Павлович","Орлова Д.Ю.","Романов А.И.",Закрыт
ITHD_2000072,2026-03-04 13:57:27,2026-03-04 14:28:27,2026-03-05 01:22:33,Программное обеспечение,Выдача и установка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Критичный,"Петрова Светлана Константиновна","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000400,2026-01-01 12:32:46,2026-01-01 13:02:46,2026-01-01 18:16:09,Сервер и СХД,Настройка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Новикова Регина Вячеславовна","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000373,2026-01-12 11:23:45,2026-01-12 11:49:45,2026-01-12 15:47:53,Доступ и права,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Новикова Регина Вячеславовна","Волкова М.Д.",,Закрыт
ITHD_2000302,2026-01-28 17:41:21,2026-01-28 18:06:21,2026-01-28 20:17:18,Телефония,Инцидент,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Морозов Дмитрий Олегович","Волкова М.Д.",,Закрыт
ITHD_2000293,2026-02-27 09:52:51,2026-02-27 10:13:51,,Программное обеспечение,Инцидент,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Низкий,"Морозов Дмитрий Олегович","Соколова О.П.","Федоров Е.М.",Ожидание клиента
